original,augmented_name,count
Trường THCS Biên Giới,"['Trường THCS Biên Giới', 'truong thcs bien gioi', 'truong truong cap 2 bien gioi', 'truong trung hoc co so bien gioi', 'thcs bien gioi', 'truong truong thcs bien gioi', 'cs bien gioi', 'truong cap 2 bien gioi', 'truong co so bien gioi', 'truong tthcs bien gioi', 'tthcs bien gioi', 'trung hoc co so bien gioi', 'truong cs bien gioi', 'co so bien gioi', 'truong truong trung hoc co so bien gioi', 'cap 2 bien gioi']",16
Trường THPT Lê Hồng Phong,"['Trường THPT Lê Hồng Phong', 'truong thpt le hong phong', 'truong trung hoc pho thong le hong phong', 'truong truong thpt le hong phong', 'pho thong trung hoc le hong phong', 'truong truong trung hoc pho thong le hong phong', 'trung hoc pho thong le hong phong', 'pt le hong phong', 'truong truong cap 3 le hong phong', 'thpt le hong phong', 'cap 3 le hong phong', 'truong ptth le hong phong', 'truong pho thong le hong phong', 'truong cap 3 le hong phong', 'truong pho thong trung hoc le hong phong', 'pho thong le hong phong', 'truong pt le hong phong', 'ptth le hong phong']",18
Trường THPT Hoàng Văn Thụ,"['Trường THPT Hoàng Văn Thụ', 'truong thpt hoang van thu', 'truong pt hoang van thu', 'truong pho thong trung hoc hoang van thu', 'pt hoang van thu', 'truong trung hoc pho thong hoang van thu', 'thpt hoang van thu', 'truong cap 3 hoang van thu', 'pho thong trung hoc hoang van thu', 'truong truong thpt hoang van thu', 'truong truong cap 3 hoang van thu', 'cap 3 hoang van thu', 'truong truong trung hoc pho thong hoang van thu', 'truong pho thong hoang van thu', 'truong ptth hoang van thu', 'pho thong hoang van thu', 'ptth hoang van thu', 'trung hoc pho thong hoang van thu']",18
Trường THPT Châu Thành,"['Trường THPT Châu Thành', 'truong thpt chau thanh', 'trung hoc pho thong chau thanh', 'truong pho thong trung hoc chau thanh', 'cap 3 chau thanh', 'pho thong trung hoc chau thanh', 'truong trung hoc pho thong chau thanh', 'thpt chau thanh', 'truong cap 3 chau thanh', 'truong truong thpt chau thanh', 'ptth chau thanh', 'truong pt chau thanh', 'truong pho thong chau thanh', 'pho thong chau thanh', 'truong ptth chau thanh', 'truong truong trung hoc pho thong chau thanh', 'pt chau thanh', 'truong truong cap 3 chau thanh']",18
Trường THPT Tây Ninh,"['Trường THPT Tây Ninh', 'truong thpt tay ninh', 'truong truong trung hoc pho thong tay ninh', 'pho thong trung hoc tay ninh', 'truong pho thong tay ninh', 'pt tay ninh', 'thpt tay ninh', 'truong truong cap 3 tay ninh', 'truong truong thpt tay ninh', 'cap 3 tay ninh', 'truong pho thong trung hoc tay ninh', 'ptth tay ninh', 'truong trung hoc pho thong tay ninh', 'truong pt tay ninh', 'truong cap 3 tay ninh', 'pho thong tay ninh', 'trung hoc pho thong tay ninh', 'truong ptth tay ninh']",18
Trường THCS Nguyễn Khuyến,"['Trường THCS Nguyễn Khuyến', 'truong thcs nguyen khuyen', 'truong truong trung hoc co so nguyen khuyen', 'co so nguyen khuyen', 'truong cs nguyen khuyen', 'tthcs nguyen khuyen', 'truong truong thcs nguyen khuyen', 'truong co so nguyen khuyen', 'truong trung hoc co so nguyen khuyen', 'truong tthcs nguyen khuyen', 'truong cap 2 nguyen khuyen', 'cap 2 nguyen khuyen', 'truong truong cap 2 nguyen khuyen', 'trung hoc co so nguyen khuyen', 'thcs nguyen khuyen', 'cs nguyen khuyen']",16
Trường THCS Tam Giang,"['Trường THCS Tam Giang', 'truong thcs tam giang', 'truong cs tam giang', 'cs tam giang', 'truong tthcs tam giang', 'truong trung hoc co so tam giang', 'truong truong thcs tam giang', 'tthcs tam giang', 'truong cap 2 tam giang', 'co so tam giang', 'trung hoc co so tam giang', 'thcs tam giang', 'truong truong trung hoc co so tam giang', 'cap 2 tam giang', 'truong co so tam giang', 'truong truong cap 2 tam giang']",16
Trường THCS Tam Hải,"['Trường THCS Tam Hải', 'truong thcs tam hai', 'truong truong cap 2 tam hai', 'truong cap 2 tam hai', 'truong cs tam hai', 'cap 2 tam hai', 'truong truong trung hoc co so tam hai', 'co so tam hai', 'cs tam hai', 'truong trung hoc co so tam hai', 'trung hoc co so tam hai', 'truong co so tam hai', 'thcs tam hai', 'truong tthcs tam hai', 'truong truong thcs tam hai', 'tthcs tam hai']",16
Trường THCS Huỳnh Thúc Kháng,"['Trường THCS Huỳnh Thúc Kháng', 'truong thcs huynh thuc khang', 'truong truong trung hoc co so huynh thuc khang', 'thcs huynh thuc khang', 'truong truong cap 2 huynh thuc khang', 'truong trung hoc co so huynh thuc khang', 'truong cs huynh thuc khang', 'truong cap 2 huynh thuc khang', 'truong tthcs huynh thuc khang', 'cs huynh thuc khang', 'truong co so huynh thuc khang', 'co so huynh thuc khang', 'cap 2 huynh thuc khang', 'truong truong thcs huynh thuc khang', 'tthcs huynh thuc khang', 'trung hoc co so huynh thuc khang']",16
Trường THCS Trần Cao Vân,"['Trường THCS Trần Cao Vân', 'truong thcs tran cao van', 'truong truong trung hoc co so tran cao van', 'truong cap 2 tran cao van', 'truong trung hoc co so tran cao van', 'truong truong thcs tran cao van', 'truong cs tran cao van', 'cap 2 tran cao van', 'truong truong cap 2 tran cao van', 'thcs tran cao van', 'co so tran cao van', 'cs tran cao van', 'truong tthcs tran cao van', 'truong co so tran cao van', 'trung hoc co so tran cao van', 'tthcs tran cao van']",16
Trường THCS Lê Văn Tâm,"['Trường THCS Lê Văn Tâm', 'truong thcs le van tam', 'cap 2 le van tam', 'thcs le van tam', 'truong truong thcs le van tam', 'truong trung hoc co so le van tam', 'truong tthcs le van tam', 'trung hoc co so le van tam', 'truong truong trung hoc co so le van tam', 'truong co so le van tam', 'cs le van tam', 'truong cap 2 le van tam', 'truong truong cap 2 le van tam', 'co so le van tam', 'tthcs le van tam', 'truong cs le van tam']",16
Trường THCS Kim Đồng,"['Trường THCS Kim Đồng', 'truong thcs kim dong', 'truong truong trung hoc co so kim dong', 'tthcs kim dong', 'truong truong cap 2 kim dong', 'thcs kim dong', 'truong tthcs kim dong', 'trung hoc co so kim dong', 'truong cap 2 kim dong', 'cap 2 kim dong', 'truong truong thcs kim dong', 'truong trung hoc co so kim dong', 'truong co so kim dong', 'co so kim dong', 'truong cs kim dong', 'cs kim dong']",16
Trường THCS Tam Nghĩa,"['Trường THCS Tam Nghĩa', 'truong thcs tam nghia', 'truong cap 2 tam nghia', 'co so tam nghia', 'truong cs tam nghia', 'thcs tam nghia', 'truong truong trung hoc co so tam nghia', 'truong trung hoc co so tam nghia', 'truong truong cap 2 tam nghia', 'tthcs tam nghia', 'truong co so tam nghia', 'cap 2 tam nghia', 'truong truong thcs tam nghia', 'trung hoc co so tam nghia', 'truong tthcs tam nghia', 'cs tam nghia']",16
Trường THCS Tam Quang,"['Trường THCS Tam Quang', 'truong thcs tam quang', 'truong cs tam quang', 'thcs tam quang', 'truong truong cap 2 tam quang', 'truong trung hoc co so tam quang', 'truong co so tam quang', 'co so tam quang', 'truong cap 2 tam quang', 'cap 2 tam quang', 'trung hoc co so tam quang', 'truong truong trung hoc co so tam quang', 'truong tthcs tam quang', 'tthcs tam quang', 'cs tam quang', 'truong truong thcs tam quang']",16
Trường THCS Quang Trung,"['Trường THCS Quang Trung', 'truong thcs quang trung', 'truong co so quang trung', 'co so quang trung', 'cap 2 quang trung', 'truong truong thcs quang trung', 'truong truong trung hoc co so quang trung', 'truong cap 2 quang trung', 'truong trung hoc co so quang trung', 'trung hoc co so quang trung', 'truong truong cap 2 quang trung', 'thcs quang trung', 'truong cs quang trung', 'cs quang trung', 'truong tthcs quang trung', 'tthcs quang trung']",16
Trường THCS Tam Thạnh,"['Trường THCS Tam Thạnh', 'truong thcs tam thanh', 'truong trung hoc co so tam thanh', 'cap 2 tam thanh', 'truong cap 2 tam thanh', 'truong cs tam thanh', 'thcs tam thanh', 'truong truong cap 2 tam thanh', 'truong truong trung hoc co so tam thanh', 'truong tthcs tam thanh', 'tthcs tam thanh', 'truong truong thcs tam thanh', 'trung hoc co so tam thanh', 'co so tam thanh', 'cs tam thanh', 'truong co so tam thanh']",16
Trường THCS Phan Bá Phiến,"['Trường THCS Phan Bá Phiến', 'truong thcs phan ba phien', 'truong tthcs phan ba phien', 'truong trung hoc co so phan ba phien', 'truong cap 2 phan ba phien', 'thcs phan ba phien', 'cap 2 phan ba phien', 'truong truong thcs phan ba phien', 'truong co so phan ba phien', 'trung hoc co so phan ba phien', 'tthcs phan ba phien', 'truong truong cap 2 phan ba phien', 'truong truong trung hoc co so phan ba phien', 'co so phan ba phien', 'truong cs phan ba phien', 'cs phan ba phien']",16
Trường THCS Tam Trà,"['Trường THCS Tam Trà', 'truong thcs tam tra', 'truong truong cap 2 tam tra', 'trung hoc co so tam tra', 'truong trung hoc co so tam tra', 'truong tthcs tam tra', 'truong cap 2 tam tra', 'thcs tam tra', 'truong cs tam tra', 'truong truong trung hoc co so tam tra', 'co so tam tra', 'truong truong thcs tam tra', 'cap 2 tam tra', 'tthcs tam tra', 'cs tam tra', 'truong co so tam tra']",16
Trường THCS Tam Xuân 1,"['Trường THCS Tam Xuân 1', 'truong thcs tam xuan 1', 'truong co so tam xuan 1', 'thcs tam xuan 1', 'truong truong thcs tam xuan 1', 'truong cap 2 tam xuan 1', 'truong truong trung hoc co so tam xuan 1', 'trung hoc co so tam xuan 1', 'cs tam xuan 1', 'truong cs tam xuan 1', 'truong tthcs tam xuan 1', 'co so tam xuan 1', 'truong truong cap 2 tam xuan 1', 'cap 2 tam xuan 1', 'truong trung hoc co so tam xuan 1', 'tthcs tam xuan 1']",16
Trường THCS Chu Văn An,"['Trường THCS Chu Văn An', 'truong thcs chu van an', 'truong truong thcs chu van an', 'co so chu van an', 'truong co so chu van an', 'trung hoc co so chu van an', 'truong truong cap 2 chu van an', 'truong trung hoc co so chu van an', 'tthcs chu van an', 'truong truong trung hoc co so chu van an', 'cap 2 chu van an', 'truong cap 2 chu van an', 'truong tthcs chu van an', 'cs chu van an', 'truong cs chu van an', 'thcs chu van an']",16
Trường Tiểu học Tam Anh 1,"['Trường Tiểu học Tam Anh 1', 'truong tieu hoc tam anh 1', 'tieu hoc tam anh 1', 'truong truong tieu hoc tam anh 1', 'th tam anh 1', 'truong th tam anh 1']",6
Trường Tiểu học Tam Anh 2,"['Trường Tiểu học Tam Anh 2', 'truong tieu hoc tam anh 2', 'truong truong tieu hoc tam anh 2', 'truong th tam anh 2', 'tieu hoc tam anh 2', 'th tam anh 2']",6
Trường Tiểu học Tam Giang,"['Trường Tiểu học Tam Giang', 'truong tieu hoc tam giang', 'truong truong tieu hoc tam giang', 'th tam giang', 'tieu hoc tam giang', 'truong th tam giang']",6
Trường Tiểu học Tam Hải,"['Trường Tiểu học Tam Hải', 'truong tieu hoc tam hai', 'tieu hoc tam hai', 'truong truong tieu hoc tam hai', 'truong th tam hai', 'th tam hai']",6
Trường Tiểu học Tam Hoà,"['Trường Tiểu học Tam Hoà', 'truong tieu hoc tam hoa', 'truong th tam hoa', 'th tam hoa', 'truong truong tieu hoc tam hoa', 'tieu hoc tam hoa']",6
Trường THCS 719,"['Trường THCS 719', 'truong thcs 719', 'truong truong cap 2 719', 'cap 2 719', 'truong co so 719', 'truong trung hoc co so 719', 'cs 719', 'truong truong trung hoc co so 719', 'tthcs 719', 'truong truong thcs 719', 'truong cap 2 719', 'thcs 719', 'truong tthcs 719', 'truong cs 719', 'co so 719', 'trung hoc co so 719']",16
Trường THCS Ea Hiu,"['Trường THCS Ea Hiu', 'truong thcs ea hiu', 'truong truong cap 2 ea hiu', 'tthcs ea hiu', 'truong co so ea hiu', 'truong trung hoc co so ea hiu', 'truong cs ea hiu', 'trung hoc co so ea hiu', 'truong tthcs ea hiu', 'cs ea hiu', 'truong cap 2 ea hiu', 'co so ea hiu', 'truong truong thcs ea hiu', 'cap 2 ea hiu', 'thcs ea hiu', 'truong truong trung hoc co so ea hiu']",16
Trường THCS Ea Phê,"['Trường THCS Ea Phê', 'truong thcs ea phe', 'truong trung hoc co so ea phe', 'trung hoc co so ea phe', 'truong truong trung hoc co so ea phe', 'co so ea phe', 'truong co so ea phe', 'thcs ea phe', 'cap 2 ea phe', 'truong cs ea phe', 'truong cap 2 ea phe', 'truong truong cap 2 ea phe', 'tthcs ea phe', 'truong tthcs ea phe', 'truong truong thcs ea phe', 'cs ea phe']",16
Trường THCS Ea Uy,"['Trường THCS Ea Uy', 'truong thcs ea uy', 'truong co so ea uy', 'cap 2 ea uy', 'truong trung hoc co so ea uy', 'cs ea uy', 'truong cap 2 ea uy', 'trung hoc co so ea uy', 'tthcs ea uy', 'truong tthcs ea uy', 'thcs ea uy', 'co so ea uy', 'truong truong trung hoc co so ea uy', 'truong cs ea uy', 'truong truong cap 2 ea uy', 'truong truong thcs ea uy']",16
Trường THCS Ea Yiêng,"['Trường THCS Ea Yiêng', 'truong thcs ea yieng', 'truong truong thcs ea yieng', 'truong trung hoc co so ea yieng', 'truong cap 2 ea yieng', 'truong tthcs ea yieng', 'tthcs ea yieng', 'thcs ea yieng', 'truong truong cap 2 ea yieng', 'trung hoc co so ea yieng', 'cs ea yieng', 'truong cs ea yieng', 'co so ea yieng', 'cap 2 ea yieng', 'truong co so ea yieng', 'truong truong trung hoc co so ea yieng']",16
Trường THCS Ea Yông,"['Trường THCS Ea Yông', 'truong thcs ea yong', 'truong truong thcs ea yong', 'thcs ea yong', 'truong trung hoc co so ea yong', 'trung hoc co so ea yong', 'truong cap 2 ea yong', 'co so ea yong', 'cs ea yong', 'cap 2 ea yong', 'truong tthcs ea yong', 'tthcs ea yong', 'truong truong cap 2 ea yong', 'truong co so ea yong', 'truong truong trung hoc co so ea yong', 'truong cs ea yong']",16
Trường THCS Eakly,"['Trường THCS Eakly', 'truong thcs eakly', 'truong cs eakly', 'truong cap 2 eakly', 'truong trung hoc co so eakly', 'tthcs eakly', 'trung hoc co so eakly', 'cap 2 eakly', 'thcs eakly', 'truong truong trung hoc co so eakly', 'co so eakly', 'truong truong thcs eakly', 'cs eakly', 'truong co so eakly', 'truong tthcs eakly', 'truong truong cap 2 eakly']",16
Trường THCS Eaknuếc,"['Trường THCS Eaknuếc', 'truong thcs eaknuec', 'truong truong cap 2 eaknuec', 'tthcs eaknuec', 'truong cs eaknuec', 'cap 2 eaknuec', 'truong truong trung hoc co so eaknuec', 'trung hoc co so eaknuec', 'cs eaknuec', 'truong co so eaknuec', 'truong truong thcs eaknuec', 'truong cap 2 eaknuec', 'truong tthcs eaknuec', 'truong trung hoc co so eaknuec', 'thcs eaknuec', 'co so eaknuec']",16
Trường THCS Hòa An,"['Trường THCS Hòa An', 'truong thcs hoa an', 'truong co so hoa an', 'cs hoa an', 'truong trung hoc co so hoa an', 'truong cs hoa an', 'cap 2 hoa an', 'truong truong cap 2 hoa an', 'truong truong trung hoc co so hoa an', 'thcs hoa an', 'trung hoc co so hoa an', 'tthcs hoa an', 'co so hoa an', 'truong cap 2 hoa an', 'truong tthcs hoa an', 'truong truong thcs hoa an']",16
Trường THCS Hòa Đông,"['Trường THCS Hòa Đông', 'truong thcs hoa dong', 'truong trung hoc co so hoa dong', 'truong cs hoa dong', 'truong truong thcs hoa dong', 'cs hoa dong', 'truong co so hoa dong', 'tthcs hoa dong', 'truong cap 2 hoa dong', 'trung hoc co so hoa dong', 'truong truong trung hoc co so hoa dong', 'truong tthcs hoa dong', 'thcs hoa dong', 'co so hoa dong', 'truong truong cap 2 hoa dong', 'cap 2 hoa dong']",16
Trường THCS Hoàng Văn Thụ,"['Trường THCS Hoàng Văn Thụ', 'truong thcs hoang van thu', 'truong cs hoang van thu', 'trung hoc co so hoang van thu', 'co so hoang van thu', 'truong truong trung hoc co so hoang van thu', 'truong trung hoc co so hoang van thu', 'tthcs hoang van thu', 'truong truong thcs hoang van thu', 'truong co so hoang van thu', 'cap 2 hoang van thu', 'truong cap 2 hoang van thu', 'truong truong cap 2 hoang van thu', 'cs hoang van thu', 'thcs hoang van thu', 'truong tthcs hoang van thu']",16
Trường THCS Lê Đình Chinh,"['Trường THCS Lê Đình Chinh', 'truong thcs le dinh chinh', 'truong truong trung hoc co so le dinh chinh', 'truong trung hoc co so le dinh chinh', 'trung hoc co so le dinh chinh', 'truong cap 2 le dinh chinh', 'thcs le dinh chinh', 'truong cs le dinh chinh', 'tthcs le dinh chinh', 'truong co so le dinh chinh', 'co so le dinh chinh', 'truong tthcs le dinh chinh', 'truong truong cap 2 le dinh chinh', 'cs le dinh chinh', 'cap 2 le dinh chinh', 'truong truong thcs le dinh chinh']",16
Trường THCS Ngô Gia Tự,"['Trường THCS Ngô Gia Tự', 'truong thcs ngo gia tu', 'truong cs ngo gia tu', 'tthcs ngo gia tu', 'truong truong trung hoc co so ngo gia tu', 'thcs ngo gia tu', 'truong trung hoc co so ngo gia tu', 'cs ngo gia tu', 'trung hoc co so ngo gia tu', 'truong co so ngo gia tu', 'co so ngo gia tu', 'truong cap 2 ngo gia tu', 'cap 2 ngo gia tu', 'truong truong thcs ngo gia tu', 'truong tthcs ngo gia tu', 'truong truong cap 2 ngo gia tu']",16
Trường THCS Nguyễn T Minh Khai,"['Trường THCS Nguyễn T Minh Khai', 'truong thcs nguyen t minh khai', 'truong co so nguyen t minh khai', 'cs nguyen t minh khai', 'co so nguyen t minh khai', 'tthcs nguyen t minh khai', 'truong cap 2 nguyen t minh khai', 'trung hoc co so nguyen t minh khai', 'truong truong thcs nguyen t minh khai', 'truong tthcs nguyen t minh khai', 'truong cs nguyen t minh khai', 'truong truong trung hoc co so nguyen t minh khai', 'truong trung hoc co so nguyen t minh khai', 'truong truong cap 2 nguyen t minh khai', 'cap 2 nguyen t minh khai', 'thcs nguyen t minh khai']",16
Trường THCS Nguyễn Văn Trỗi,"['Trường THCS Nguyễn Văn Trỗi', 'truong thcs nguyen van troi', 'truong cap 2 nguyen van troi', 'truong trung hoc co so nguyen van troi', 'truong tthcs nguyen van troi', 'truong co so nguyen van troi', 'cap 2 nguyen van troi', 'trung hoc co so nguyen van troi', 'truong truong thcs nguyen van troi', 'thcs nguyen van troi', 'cs nguyen van troi', 'truong cs nguyen van troi', 'co so nguyen van troi', 'truong truong trung hoc co so nguyen van troi', 'truong truong cap 2 nguyen van troi', 'tthcs nguyen van troi']",16
Trường THCS Nguyễn Viết Xuân,"['Trường THCS Nguyễn Viết Xuân', 'truong thcs nguyen viet xuan', 'truong cs nguyen viet xuan', 'truong trung hoc co so nguyen viet xuan', 'co so nguyen viet xuan', 'truong co so nguyen viet xuan', 'thcs nguyen viet xuan', 'truong cap 2 nguyen viet xuan', 'truong truong trung hoc co so nguyen viet xuan', 'truong truong cap 2 nguyen viet xuan', 'cs nguyen viet xuan', 'truong truong thcs nguyen viet xuan', 'trung hoc co so nguyen viet xuan', 'cap 2 nguyen viet xuan', 'truong tthcs nguyen viet xuan', 'tthcs nguyen viet xuan']",16
Trường THCS Tháng 10,"['Trường THCS Tháng 10', 'truong thcs thang 10', 'truong cs thang 10', 'cap 2 thang 10', 'truong tthcs thang 10', 'co so thang 10', 'truong truong thcs thang 10', 'cs thang 10', 'tthcs thang 10', 'truong truong trung hoc co so thang 10', 'truong trung hoc co so thang 10', 'truong co so thang 10', 'trung hoc co so thang 10', 'truong truong cap 2 thang 10', 'truong cap 2 thang 10', 'thcs thang 10']",16
Trường THCS Thị Trấn,"['Trường THCS Thị Trấn', 'truong thcs thi tran', 'cs thi tran', 'truong cs thi tran', 'truong cap 2 thi tran', 'truong truong thcs thi tran', 'truong truong trung hoc co so thi tran', 'truong trung hoc co so thi tran', 'truong truong cap 2 thi tran', 'tthcs thi tran', 'truong co so thi tran', 'co so thi tran', 'cap 2 thi tran', 'truong tthcs thi tran', 'thcs thi tran', 'trung hoc co so thi tran']",16
Trường THCS Trần Văn Ơn,"['Trường THCS Trần Văn Ơn', 'truong thcs tran van on', 'truong truong cap 2 tran van on', 'co so tran van on', 'truong trung hoc co so tran van on', 'truong cs tran van on', 'trung hoc co so tran van on', 'cap 2 tran van on', 'truong truong thcs tran van on', 'truong tthcs tran van on', 'truong truong trung hoc co so tran van on', 'truong cap 2 tran van on', 'cs tran van on', 'tthcs tran van on', 'thcs tran van on', 'truong co so tran van on']",16
Trường THCS và THPT Trưng Vương,"['Trường THCS và THPT Trưng Vương', 'truong thcs va thpt trung vuong', 'truong tthcs va thpt trung vuong', 'truong thcs va truong thpt trung vuong', 'truong truong thcs va thpt trung vuong', 'cap 2 va thpt trung vuong', 'tthcs va thpt trung vuong', 'truong thcs va pt trung vuong', 'cs va thpt trung vuong', 'truong thcs va pho thong trung hoc trung vuong', 'truong thcs va truong trung hoc pho thong trung vuong', 'truong truong trung hoc co so va thpt trung vuong', 'trung hoc co so va thpt trung vuong', 'truong thcs va truong cap 3 trung vuong', 'truong trung hoc co so va thpt trung vuong', 'co so va thpt trung vuong', 'thcs va thpt trung vuong', 'truong cap 2 va thpt trung vuong', 'truong thcs va ptth trung vuong', 'truong truong cap 2 va thpt trung vuong', 'truong cs va thpt trung vuong', 'truong co so va thpt trung vuong', 'truong thcs va cap 3 trung vuong', 'truong thcs va trung hoc pho thong trung vuong', 'truong thcs va pho thong trung vuong']",25
