original,augmented_name,count
Đại Học Công nghiệp Hà Nội,"['Đại Học Công nghiệp Hà Nội', 'dai hoc cong nghiep ha noi', 'truong dai hoc cong nghiep ha noi', 'dh cong nghiep ha noi', 'truong dh cong nghiep ha noi', 'daj hoc cong nghiep ha noi']",6
Đại Học Luật Hà Nội,"['Đại Học Luật Hà Nội', 'dai hoc luat ha noi', 'dh luat ha noi', 'daj hoc luat ha noi', 'truong dh luat ha noi', 'truong dai hoc luat ha noi']",6
Đại Học Kinh doanh & Công nghệ Hà Nội,"['Đại Học Kinh doanh & Công nghệ Hà Nội', 'dai hoc kinh doanh cong nghe ha noi', 'truong dh kinh doanh cong nghe ha noi', 'truong dai hoc kinh doanh cong nghe ha noi', 'dh kinh doanh cong nghe ha noi', 'daj hoc kinh doanh cong nghe ha noi']",6
Đại Học Giao thông vận tải Hà Nội,"['Đại Học Giao thông vận tải Hà Nội', 'dai hoc giao thong van tai ha noi', 'daj hoc giao thong van tai ha noi', 'dai hoc gtvt ha noi', 'truong dh giao thong van tai ha noi', 'dh giao thong van tai ha noi', 'truong dai hoc giao thong van tai ha noi']",7
Học Viện Công Nghệ Bưu Chính Viễn Thông,"['Học Viện Công Nghệ Bưu Chính Viễn Thông', 'hoc vien cong nghe buu chinh vien thong']",2
Đại Học Văn hóa Hà Nội,"['Đại Học Văn hóa Hà Nội', 'dai hoc van hoa ha noi', 'truong dh van hoa ha noi', 'truong dai hoc van hoa ha noi', 'daj hoc van hoa ha noi', 'dh van hoa ha noi']",6
Đại Học Nội vụ,"['Đại Học Nội vụ', 'dai hoc noi vu', 'daj hoc noi vu', 'truong dh noi vu', 'truong dai hoc noi vu', 'dh noi vu']",6
Đại Học Giáo dục,"['Đại Học Giáo dục', 'dai hoc giao duc', 'truong dai hoc giao duc', 'daj hoc giao duc', 'dh giao duc', 'truong dh giao duc']",6
Đại Học Việt – Nhật,"['Đại Học Việt – Nhật', 'dai hoc viet nhat', 'daj hoc viet nhat', 'truong dh viet nhat', 'truong dai hoc viet nhat', 'dh viet nhat']",6
Học Viện Báo chí & Tuyên truyền,"['Học Viện Báo chí & Tuyên truyền', 'hoc vien bao chi tuyen truyen']",2
Học Viện Ngoại giao,"['Học Viện Ngoại giao', 'hoc vien ngoai giao']",2
Học Viện Ngân hàng,"['Học Viện Ngân hàng', 'hoc vien ngan hang', 'hvnh']",3
Học Viện Tòa Án,"['Học Viện Tòa Án', 'hoc vien toa an']",2
Học Viện Tài chính,"['Học Viện Tài chính', 'hoc vien tai chinh']",2
Đại Học Tài chính – Ngân hàng,"['Đại Học Tài chính – Ngân hàng', 'dai hoc tai chinh ngan hang', 'truong dai hoc tai chinh ngan hang', 'daj hoc tai chinh ngan hang', 'truong dh tai chinh ngan hang', 'dh tai chinh ngan hang']",6
Đại Học Thăng Long,"['Đại Học Thăng Long', 'dai hoc thang long', 'daj hoc thang long', 'truong dh thang long', 'truong dai hoc thang long', 'dh thang long']",6
Đại Học Phương Đông,"['Đại Học Phương Đông', 'dai hoc phuong dong', 'truong dh phuong dong', 'truong dai hoc phuong dong', 'daj hoc phuong dong', 'dh phuong dong']",6
Đại Học FPT,"['Đại Học FPT', 'dai hoc fpt', 'truong dh fpt', 'daj hoc fpt', 'dh fpt', 'truong dai hoc fpt']",6
Đại Học Đại Nam,"['Đại Học Đại Nam', 'dai hoc dai nam', 'dh dai nam', 'truong dh dai nam', 'truong dai hoc dai nam', 'daj hoc dai nam']",6
Học Viện Công nghệ Hoàng gia Melbourne,"['Học Viện Công nghệ Hoàng gia Melbourne', 'hoc vien cong nghe hoang gia melbourne']",2
Đại Học Xây dựng,"['Đại Học Xây dựng', 'dai hoc xay dung', 'truong dai hoc xay dung', 'truong dh xay dung', 'daj hoc xay dung', 'dh xay dung']",6
Đại Học Sân khấu – Điện Ảnh Hà Nội,"['Đại Học Sân khấu – Điện Ảnh Hà Nội', 'dai hoc san khau dien anh ha noi', 'truong dh san khau dien anh ha noi', 'truong dai hoc san khau dien anh ha noi', 'dh san khau dien anh ha noi', 'daj hoc san khau dien anh ha noi']",6
Đại Học Lao động – Xã hội,"['Đại Học Lao động – Xã hội', 'dai hoc lao dong xa hoi', 'truong dh lao dong xa hoi', 'daj hoc lao dong xa hoi', 'truong dai hoc lao dong xa hoi', 'dh lao dong xa hoi']",6
Đại Học Công đoàn,"['Đại Học Công đoàn', 'dai hoc cong doan', 'daj hoc cong doan', 'truong dai hoc cong doan', 'truong dh cong doan', 'dh cong doan']",6
Đại Học Dược Hà Nội,"['Đại Học Dược Hà Nội', 'dai hoc duoc ha noi', 'truong dai hoc duoc ha noi', 'dh duoc ha noi', 'truong dh duoc ha noi', 'daj hoc duoc ha noi']",6
Học Viện Khoa học quân sự,"['Học Viện Khoa học quân sự', 'hoc vien khoa hoc quan su']",2
Học Viện Kỹ thuật mật mã,"['Học Viện Kỹ thuật mật mã', 'hoc vien ky thuat mat ma']",2
Học Viện Thiết kế & Thời trang London,"['Học Viện Thiết kế & Thời trang London', 'hoc vien thiet ke thoi trang london']",2
Đại Học Mỹ thuật công nghiệp,"['Đại Học Mỹ thuật công nghiệp', 'dai hoc my thuat cong nghiep', 'truong dh my thuat cong nghiep', 'daj hoc my thuat cong nghiep', 'truong dai hoc my thuat cong nghiep', 'dh my thuat cong nghiep']",6
Đại Học Phòng cháy chữa cháy,"['Đại Học Phòng cháy chữa cháy', 'dai hoc phong chay chua chay', 'truong dai hoc phong chay chua chay', 'truong dh phong chay chua chay', 'daj hoc phong chay chua chay', 'dh phong chay chua chay']",6
Đại Học Kiểm sát,"['Đại Học Kiểm sát', 'dai hoc kiem sat', 'dh kiem sat', 'truong dh kiem sat', 'truong dai hoc kiem sat', 'daj hoc kiem sat']",6
Học Viện Hậu cần,"['Học Viện Hậu cần', 'hoc vien hau can']",2
Học Viện An ninh nhân dân,"['Học Viện An ninh nhân dân', 'hoc vien an ninh nhan dan']",2
Học Viện Thanh thiếu niên Việt Nam,"['Học Viện Thanh thiếu niên Việt Nam', 'hoc vien thanh thieu nien viet nam']",2
Đại Học Kinh tế HCM,"['Đại Học Kinh tế HCM', 'dai hoc kinh te hcm', 'dh kinh te hcm', 'truong dh kinh te hcm', 'truong dai hoc kinh te hcm', 'daj hoc kinh te hcm']",6
Đại Học Kinh tế – Tài chính,"['Đại Học Kinh tế – Tài chính', 'dai hoc kinh te tai chinh', 'daj hoc kinh te tai chinh', 'truong dh kinh te tai chinh', 'truong dai hoc kinh te tai chinh', 'dh kinh te tai chinh']",6
Đại Học Kinh tế – Luật,"['Đại Học Kinh tế – Luật', 'dai hoc kinh te luat', 'truong dai hoc kinh te luat', 'daj hoc kinh te luat', 'dh kinh te luat', 'truong dh kinh te luat']",6
Đại Học Y Dược TPHCM,"['Đại Học Y Dược TPHCM', 'dai hoc y duoc tphcm', 'dh y duoc tphcm', 'truong dai hoc y duoc tphcm', 'daj hoc y duoc tphcm', 'truong dh y duoc tphcm']",6
Đại Học Bách khoa TPHCM,"['Đại Học Bách khoa TPHCM', 'dai hoc bach khoa tphcm', 'truong dai hoc bach khoa tphcm', 'truong dh bach khoa tphcm', 'dai hoc bk tphcm', 'daj hoc bach khoa tphcm', 'dh bach khoa tphcm']",7
Đại Học Công nghiệp TPHCM,"['Đại Học Công nghiệp TPHCM', 'dai hoc cong nghiep tphcm', 'truong dh cong nghiep tphcm', 'dh cong nghiep tphcm', 'truong dai hoc cong nghiep tphcm', 'daj hoc cong nghiep tphcm']",6
Đại Học Công nghệ TPHCM,"['Đại Học Công nghệ TPHCM', 'dai hoc cong nghe tphcm', 'truong dh cong nghe tphcm', 'daj hoc cong nghe tphcm', 'dh cong nghe tphcm', 'truong dai hoc cong nghe tphcm']",6
Đại Học Công nghệ Thông tin TPHCM,"['Đại Học Công nghệ Thông tin TPHCM', 'dai hoc cong nghe thong tin tphcm', 'truong dh cong nghe thong tin tphcm', 'daj hoc cong nghe thong tin tphcm', 'truong dai hoc cong nghe thong tin tphcm', 'dh cong nghe thong tin tphcm']",6
Đại Học Ngoại ngữ – Tin học TPHCM,"['Đại Học Ngoại ngữ – Tin học TPHCM', 'dai hoc ngoai ngu tin hoc tphcm', 'dh ngoai ngu tin hoc tphcm', 'truong dh ngoai ngu tin hoc tphcm', 'daj hoc ngoai ngu tin hoc tphcm', 'truong dai hoc ngoai ngu tin hoc tphcm']",6
Đại Học Sư Phạm Kỹ Thuật TPHCM ,"['Đại Học Sư Phạm Kỹ Thuật TPHCM ', 'dai hoc su pham ky thuat tphcm', 'dh su pham ky thuat tphcm', 'daj hoc su pham ky thuat tphcm', 'dhsp ky thuat tphcm', 'truong dai hoc su pham ky thuat tphcm', 'truong dh su pham ky thuat tphcm']",7
Học Viện chính trị quốc gia,"['Học Viện chính trị quốc gia', 'hoc vien chinh tri quoc gia']",2
Đại Học Kiến trúc TPHCM,"['Đại Học Kiến trúc TPHCM', 'dai hoc kien truc tphcm', 'daj hoc kien truc tphcm', 'truong dai hoc kien truc tphcm', 'truong dh kien truc tphcm', 'dh kien truc tphcm']",6
Đại Học Hoa Sen,"['Đại Học Hoa Sen', 'dai hoc hoa sen', 'truong dh hoa sen', 'truong dai hoc hoa sen', 'daj hoc hoa sen', 'dh hoa sen']",6
Đại Học Văn Lang,"['Đại Học Văn Lang', 'dai hoc van lang', 'daj hoc van lang', 'dh van lang', 'truong dai hoc van lang', 'truong dh van lang']",6
Đại Học Tôn Đức Thắng,"['Đại Học Tôn Đức Thắng', 'dai hoc ton duc thang', 'truong dh ton duc thang', 'dh ton duc thang', 'truong dai hoc ton duc thang', 'daj hoc ton duc thang']",6
Đại Học Sư phạm Thể dục Thể thao TPHCM,"['Đại Học Sư phạm Thể dục Thể thao TPHCM', 'dai hoc su pham the duc the thao tphcm', 'truong dai hoc su pham the duc the thao tphcm', 'daj hoc su pham the duc the thao tphcm', 'dhsp the duc the thao tphcm', 'truong dh su pham the duc the thao tphcm', 'dh su pham the duc the thao tphcm']",7
Đại Học Kinh tế – Kỹ thuật Công nghiệp,"['Đại Học Kinh tế – Kỹ thuật Công nghiệp', 'dai hoc kinh te ky thuat cong nghiep', 'daj hoc kinh te ky thuat cong nghiep', 'dh kinh te ky thuat cong nghiep', 'truong dai hoc kinh te ky thuat cong nghiep', 'truong dh kinh te ky thuat cong nghiep']",6
Đại Học Thành Đô,"['Đại Học Thành Đô', 'dai hoc thanh do', 'truong dai hoc thanh do', 'truong dh thanh do', 'dh thanh do', 'daj hoc thanh do']",6
Đại Học Giao thông Vận tải TPHCM,"['Đại Học Giao thông Vận tải TPHCM', 'dai hoc giao thong van tai tphcm', 'dh giao thong van tai tphcm', 'dai hoc gtvt tphcm', 'truong dai hoc giao thong van tai tphcm', 'truong dh giao thong van tai tphcm', 'daj hoc giao thong van tai tphcm']",7
Nhạc viện TPHCM,"['Nhạc viện TPHCM', 'nhac vien tphcm']",2
Học Viện Hàng không,"['Học Viện Hàng không', 'hoc vien hang khong']",2
Đại Học Tài nguyên – Môi trường,"['Đại Học Tài nguyên – Môi trường', 'dai hoc tai nguyen moi truong', 'daj hoc tai nguyen moi truong', 'truong dai hoc tai nguyen moi truong', 'truong dh tai nguyen moi truong', 'dh tai nguyen moi truong']",6
Đại Học Công nghiệp Thực phẩm,"['Đại Học Công nghiệp Thực phẩm', 'dai hoc cong nghiep thuc pham', 'daj hoc cong nghiep thuc pham', 'truong dai hoc cong nghiep thuc pham', 'dh cong nghiep thuc pham', 'truong dh cong nghiep thuc pham']",6
Học viện Hành chính Quốc gia ,"['Học viện Hành chính Quốc gia ', 'hoc vien hanh chinh quoc gia']",2
AUV Đại học Mỹ tại Việt Nam,"['AUV Đại học Mỹ tại Việt Nam', 'auv dai hoc my tai viet nam', 'auv daj hoc my tai viet nam', 'auv dh my tai viet nam', 'auv truong dh my tai viet nam', 'auv truong dai hoc my tai viet nam']",6
Đại học Buôn Ma Thuột,"['Đại học Buôn Ma Thuột', 'dai hoc buon ma thuot', 'dh buon ma thuot', 'truong dai hoc buon ma thuot', 'truong dh buon ma thuot', 'daj hoc buon ma thuot']",6
Đại Học Bà Rịa – Vũng Tàu,"['Đại Học Bà Rịa – Vũng Tàu', 'dai hoc ba ria vung tau', 'truong dh ba ria vung tau', 'truong dai hoc ba ria vung tau', 'dh ba ria vung tau', 'daj hoc ba ria vung tau']",6
Đại Học Công Nghiệp Dệt May Hà Nội,"['Đại Học Công Nghiệp Dệt May Hà Nội', 'dai hoc cong nghiep det may ha noi', 'dh cong nghiep det may ha noi', 'daj hoc cong nghiep det may ha noi', 'truong dai hoc cong nghiep det may ha noi', 'truong dh cong nghiep det may ha noi']",6
Đại học Kinh Tế Nghệ An,"['Đại học Kinh Tế Nghệ An', 'dai hoc kinh te nghe an', 'daj hoc kinh te nghe an', 'truong dh kinh te nghe an', 'truong dai hoc kinh te nghe an', 'dh kinh te nghe an']",6
Cao Đẳng Kỹ Thuật Cao Thắng,"['Cao Đẳng Kỹ Thuật Cao Thắng', 'cao dang ky thuat cao thang', 'cd ky thuat cao thang', 'truong cao dang ky thuat cao thang']",4
Đại Học Đông Á,"['Đại Học Đông Á', 'dai hoc dong a', 'daj hoc dong a', 'dh dong a', 'truong dh dong a', 'truong dai hoc dong a']",6
Đại học Nông Lâm Bắc Giang,"['Đại học Nông Lâm Bắc Giang', 'dai hoc nong lam bac giang', 'dh nong lam bac giang', 'truong dai hoc nong lam bac giang', 'truong dh nong lam bac giang', 'daj hoc nong lam bac giang']",6
Đại Học Bạc Liêu,"['Đại Học Bạc Liêu', 'dai hoc bac lieu', 'dh bac lieu', 'daj hoc bac lieu', 'truong dh bac lieu', 'truong dai hoc bac lieu']",6
Đại Học Công Nghệ Đồng Nai,"['Đại Học Công Nghệ Đồng Nai', 'dai hoc cong nghe dong nai', 'truong dh cong nghe dong nai', 'dh cong nghe dong nai', 'daj hoc cong nghe dong nai', 'truong dai hoc cong nghe dong nai']",6
Đại Học Gia Định,"['Đại Học Gia Định', 'dai hoc gia dinh', 'daj hoc gia dinh', 'dh gia dinh', 'truong dh gia dinh', 'truong dai hoc gia dinh']",6
Đại Học Cửu Long,"['Đại Học Cửu Long', 'dai hoc cuu long', 'dh cuu long', 'daj hoc cuu long', 'truong dai hoc cuu long', 'truong dh cuu long']",6
Đại Học Công Nghiệp Hà Nội,"['Đại Học Công Nghiệp Hà Nội', 'dai hoc cong nghiep ha noi', 'dh cong nghiep ha noi', 'daj hoc cong nghiep ha noi', 'truong dai hoc cong nghiep ha noi', 'truong dh cong nghiep ha noi']",6
Đại Học Công Nghiệp Thực Phẩm TP HCM,"['Đại Học Công Nghiệp Thực Phẩm TP HCM', 'dai hoc cong nghiep thuc pham tp hcm', 'dai hoc cong nghiep thuc pham tp. ho chi minh', 'truong dai hoc cong nghiep thuc pham tp hcm', 'dai hoc cong nghiep thuc pham tphcm', 'daj hoc cong nghiep thuc pham tp hcm', 'dai hoc cong nghiep thuc pham tp.hcm', 'dh cong nghiep thuc pham tp hcm', 'truong dh cong nghiep thuc pham tp hcm', 'dai hoc cong nghiep thuc pham tp ho chi minh']",10
Đại học Công nghiệp Vinh,"['Đại học Công nghiệp Vinh', 'dai hoc cong nghiep vinh', 'daj hoc cong nghiep vinh', 'truong dai hoc cong nghiep vinh', 'dh cong nghiep vinh', 'truong dh cong nghiep vinh']",6
Đại Học Tây Đô,"['Đại Học Tây Đô', 'dai hoc tay do', 'truong dai hoc tay do', 'truong dh tay do', 'daj hoc tay do', 'dh tay do']",6
Đại Học Ngoại Ngữ – Đại Học Đà Nẵng,"['Đại Học Ngoại Ngữ – Đại Học Đà Nẵng', 'dai hoc ngoai ngu dai hoc da nang', 'truong dh ngoai ngu dai hoc da nang', 'dh ngoai ngu dai hoc da nang', 'truong dai hoc ngoai ngu dai hoc da nang', 'daj hoc ngoai ngu dai hoc da nang']",6
Đại Học Bách Khoa – Đại Học Đà Nẵng,"['Đại Học Bách Khoa – Đại Học Đà Nẵng', 'dai hoc bach khoa dai hoc da nang', 'daj hoc bach khoa dai hoc da nang', 'truong dh bach khoa dai hoc da nang', 'dai hoc bk dai hoc da nang', 'truong dai hoc bach khoa dai hoc da nang', 'dh bach khoa dai hoc da nang']",7
Đại Học Điện Lực,"['Đại Học Điện Lực', 'dai hoc dien luc', 'truong dh dien luc', 'dh dien luc', 'daj hoc dien luc', 'truong dai hoc dien luc']",6
Đại Học Công Nghiệp Quảng Ninh,"['Đại Học Công Nghiệp Quảng Ninh', 'dai hoc cong nghiep quang ninh', 'truong dh cong nghiep quang ninh', 'daj hoc cong nghiep quang ninh', 'dh cong nghiep quang ninh', 'truong dai hoc cong nghiep quang ninh']",6
Đại Học Đồng Nai,"['Đại Học Đồng Nai', 'dai hoc dong nai', 'truong dai hoc dong nai', 'daj hoc dong nai', 'dh dong nai', 'truong dh dong nai']",6
Phân Hiệu Đại Học Đà Nẵng tại Kon Tum,"['Phân Hiệu Đại Học Đà Nẵng tại Kon Tum', 'phan hieu dai hoc da nang tai kon tum', 'phan hieu daj hoc da nang tai kon tum', 'phan hieu truong dh da nang tai kon tum', 'phan hieu dh da nang tai kon tum', 'phan hieu truong dai hoc da nang tai kon tum']",6
Đại Học Sư Phạm – Đại Học Đà Nẵng,"['Đại Học Sư Phạm – Đại Học Đà Nẵng', 'dai hoc su pham dai hoc da nang', 'dh su pham dai hoc da nang', 'truong dai hoc su pham dai hoc da nang', 'truong dh su pham dai hoc da nang', 'daj hoc su pham dai hoc da nang', 'dhsp dai hoc da nang']",7
Khoa Y Dược – Đại Học Đà Nẵng,"['Khoa Y Dược – Đại Học Đà Nẵng', 'khoa y duoc dai hoc da nang', 'khoa y duoc truong dh da nang', 'khoa y duoc daj hoc da nang', 'khoa y duoc dh da nang', 'khoa y duoc truong dai hoc da nang']",6
Đại học Tài Chính – Quản Trị Kinh Doanh,"['Đại học Tài Chính – Quản Trị Kinh Doanh', 'dai hoc tai chinh quan tri kinh doanh', 'truong dh tai chinh quan tri kinh doanh', 'truong dai hoc tai chinh quan tri kinh doanh', 'daj hoc tai chinh quan tri kinh doanh', 'dh tai chinh quan tri kinh doanh']",6
Đại học Luật - Đại Học Huế,"['Đại học Luật - Đại Học Huế', 'dai hoc luat dai hoc hue', 'dh luat dai hoc hue', 'daj hoc luat dai hoc hue', 'truong dh luat dai hoc hue', 'truong dai hoc luat dai hoc hue']",6
Khoa Giáo Dục Thể Chất – Đại Học Huế,"['Khoa Giáo Dục Thể Chất – Đại Học Huế', 'khoa giao duc the chat dai hoc hue', 'khoa giao duc the chat daj hoc hue', 'khoa giao duc the chat truong dh hue', 'khoa giao duc the chat dh hue', 'khoa giao duc the chat truong dai hoc hue']",6
Khoa Du Lịch – Đại Học Huế,"['Khoa Du Lịch – Đại Học Huế', 'khoa du lich dai hoc hue', 'khoa du lich daj hoc hue', 'khoa du lich truong dh hue', 'khoa du lich dh hue', 'khoa du lich truong dai hoc hue']",6
Đại Học Ngoại Ngữ – Đại Học Huế,"['Đại Học Ngoại Ngữ – Đại Học Huế', 'dai hoc ngoai ngu dai hoc hue', 'truong dh ngoai ngu dai hoc hue', 'truong dai hoc ngoai ngu dai hoc hue', 'dh ngoai ngu dai hoc hue', 'daj hoc ngoai ngu dai hoc hue']",6
Đại Học Kinh Tế – Đại Học Huế,"['Đại Học Kinh Tế – Đại Học Huế', 'dai hoc kinh te dai hoc hue', 'daj hoc kinh te dai hoc hue', 'truong dh kinh te dai hoc hue', 'dh kinh te dai hoc hue', 'truong dai hoc kinh te dai hoc hue']",6
Đại Học Nông Lâm – Đại Học Huế,"['Đại Học Nông Lâm – Đại Học Huế', 'dai hoc nong lam dai hoc hue', 'dh nong lam dai hoc hue', 'truong dai hoc nong lam dai hoc hue', 'daj hoc nong lam dai hoc hue', 'truong dh nong lam dai hoc hue']",6
Đại Học Nghệ Thuật – Đại Học Huế,"['Đại Học Nghệ Thuật – Đại Học Huế', 'dai hoc nghe thuat dai hoc hue', 'daj hoc nghe thuat dai hoc hue', 'truong dai hoc nghe thuat dai hoc hue', 'dh nghe thuat dai hoc hue', 'truong dh nghe thuat dai hoc hue']",6
Phân Hiệu Đại Học Huế tại Quảng Trị,"['Phân Hiệu Đại Học Huế tại Quảng Trị', 'phan hieu dai hoc hue tai quang tri', 'phan hieu daj hoc hue tai quang tri', 'phan hieu dh hue tai quang tri', 'phan hieu truong dh hue tai quang tri', 'phan hieu truong dai hoc hue tai quang tri']",6
Đại Học Sư Phạm – Đại Học Huế,"['Đại Học Sư Phạm – Đại Học Huế', 'dai hoc su pham dai hoc hue', 'dhsp dai hoc hue', 'dh su pham dai hoc hue', 'truong dai hoc su pham dai hoc hue', 'daj hoc su pham dai hoc hue', 'truong dh su pham dai hoc hue']",7
Đại Học Khoa Học – Đại Học Huế,"['Đại Học Khoa Học – Đại Học Huế', 'dai hoc khoa hoc dai hoc hue', 'truong dai hoc khoa hoc dai hoc hue', 'dh khoa hoc dai hoc hue', 'daj hoc khoa hoc dai hoc hue', 'truong dh khoa hoc dai hoc hue']",6
Đại học Hùng Vương - TPHCM,"['Đại học Hùng Vương - TPHCM', 'dai hoc hung vuong tphcm', 'truong dh hung vuong tphcm', 'daj hoc hung vuong tphcm', 'dh hung vuong tphcm', 'truong dai hoc hung vuong tphcm']",6
Đại Học Y Dược – Đại Học Huế,"['Đại Học Y Dược – Đại Học Huế', 'dai hoc y duoc dai hoc hue', 'truong dh y duoc dai hoc hue', 'truong dai hoc y duoc dai hoc hue', 'daj hoc y duoc dai hoc hue', 'dh y duoc dai hoc hue']",6
Đại Học Kinh Tế Kỹ Thuật Bình Dương,"['Đại Học Kinh Tế Kỹ Thuật Bình Dương', 'dai hoc kinh te ky thuat binh duong', 'truong dai hoc kinh te ky thuat binh duong', 'truong dh kinh te ky thuat binh duong', 'dh kinh te ky thuat binh duong', 'daj hoc kinh te ky thuat binh duong']",6
Đại học Công Nghệ TPHCM - HUTECH,"['Đại học Công Nghệ TPHCM - HUTECH', 'dai hoc cong nghe tphcm hutech', 'truong dh cong nghe tphcm hutech', 'truong dai hoc cong nghe tphcm hutech', 'daj hoc cong nghe tphcm hutech', 'dh cong nghe tphcm hutech']",6
