Column1,text,normed_text,clean_text
21249,trung cap canh sat vu trang t45 bo cong an,Cao Đẳng Cảnh Sát Nhân Dân 1,CĐ Cảnh Sát Nhân Dân 1
21250,khoa trung dhnn dh quoc gia,Cao Đẳng Cảnh Sát Nhân Dân 1,CĐ Cảnh Sát Nhân Dân 1
28464,Cao đẳg Cảnh Sát,Trường Cao Đẳng Cảnh Sát Nhân Dân 1,CĐ Cảnh Sát Nhân Dân 1
28489,Trung cấp cảnh sát nhân dân I - T38,Trường Cao Đẳng Cảnh Sát Nhân Dân 1,CĐ Cảnh Sát Nhân Dân 1
28685,trung hoc canh sat nhan dan I,Trường Cao Đẳng Cảnh Sát Nhân Dân 1,CĐ Cảnh Sát Nhân Dân 1
29791,Cao dag cag dao,Trường Cao Đẳng Cảnh Sát Nhân Dân 1,CĐ Cảnh Sát Nhân Dân 1
29916,Trung cấp cảnh sát vũ trang,Trường Cao Đẳng Cảnh Sát Nhân Dân 1,CĐ Cảnh Sát Nhân Dân 1
21677,truong cao dang csnd ii,Cao Đẳng Cảnh Sát Nhân Dân 2,CĐ Cảnh Sát Nhân Dân 2
16706,TC CSND II,Trường Cao Đẳng Cảnh Sát Nhân Dân 2 cơ sở 2,CĐ Cảnh Sát Nhân Dân 2 cơ sở 2
28356,CD csnd2,Trường Cao Đẳng Cảnh Sát Nhân Dân 2 cơ sở 2,CĐ Cảnh Sát Nhân Dân 2 cơ sở 2
28322,CD cơ điện hà nội,Trường Cao Đẳng Cơ Điện Hà Nội,CĐ Cơ Điện Hà Nội
29031,Cao Đẳng cơ điện HN,Trường Cao Đẳng Cơ Điện Hà Nội,CĐ Cơ Điện Hà Nội
29569,co dien HN,Trường Cao Đẳng Cơ Điện Hà Nội,CĐ Cơ Điện Hà Nội
29308,cao dang co dien va nong ngiep nam bo,Trường Cao Đẳng Cơ Điện Và Nông Nghiệp Nam Bộ,CĐ Cơ Điện Và Nông Nghiệp Nam Bộ
23600,cao dang co dien va thuy loi,Cao Đẳng Cơ điện và Thủy Lợi,CĐ Cơ điện và Thủy Lợi
29899,truong cao dang nghe co dien va thuy loi,Trường Cao Đẳng Cơ điện và Thủy lợi,CĐ Cơ điện và Thủy lợi
27549,Trung cấp xây dựng cơ điện Bắc Ninh,Cao Đẳng Cơ điện và Xây dựng Bắc Ninh,CĐ Cơ điện và Xây dựng Bắc Ninh
28985,Cao Đẳng Nghề Cơ Điện Và Xây Dựng bắc ninh,Trường Cao Đẳng Cơ điện và Xây Dựng Bắc Ninh,CĐ Cơ điện và Xây Dựng Bắc Ninh
27534,Trung Cap Nghe Co Dien Viet Xo,Cao Đẳng Cơ điện xây dựng Việt Xô,CĐ Cơ điện xây dựng Việt Xô
21418,truong cao dang nghe co gioi quang ngai,Cao Đẳng Cơ Giới,CĐ Cơ Giới
15350,cao đẳng nghề cơ giới Ninh Bình,Trường Cao đẳng Cơ Giới Ninh Bình,CĐ Cơ Giới Ninh Bình
21066,cao dang nghe co gioi ninh binh,Cao Đẳng Cơ Giới Ninh Bình,CĐ Cơ Giới Ninh Bình
21119,truong cao dang nghe co gioi ninh binh,Cao Đẳng Cơ Giới Ninh Bình,CĐ Cơ Giới Ninh Bình
27308,Khoa Kinh Tế - Du Lịch Trường Cao Đẳng Nghề Cơ Giới Ninh Bình,Cao Đẳng Cơ Giới Ninh Bình,CĐ Cơ Giới Ninh Bình
28417,Truong CĐN Cơ Giới Ninh Bình,Trường Cao Đẳng Cơ Giới Ninh Bình,CĐ Cơ Giới Ninh Bình
28684,CĐ Nghề cơ giới Ninh Bình,Trường Cao Đẳng Cơ Giới Ninh Bình,CĐ Cơ Giới Ninh Bình
29964,Truong CD Nghe Co Gioi Ninh Binh,Trường Cao Đẳng Cơ Giới Ninh Bình,CĐ Cơ Giới Ninh Bình
18565,Trường Cao Đẳng Cơ Giới Và Thủy Lợi,Trường Cao Đẳng Cơ giới và Thủy lợi,CĐ Cơ giới và Thủy lợi
27091,Trường Cao Đẳng và thủy lợi,Cao Đẳng Cơ Giới Và Thủy Lợi,CĐ Cơ Giới Và Thủy Lợi
27100,Cao Đẳng Cơ Giới Và Thủy Lợi,Cao Đẳng Cơ Giới Và Thủy Lợi,Cao Đẳng Cơ Giới Và Thủy Lợi
26863,CĐN Cơ giới và thủy lợi,Trường Cao Đẳng Cơ Giới Và Thủy Lợi Đồng Nai,CĐ Cơ Giới Và Thủy Lợi Đồng Nai
26877,Trường cao đăng cơ điện va luyên kim 3 tp thái nguyên,Trường Cao Đẳng Cơ khí - Luyện kim Thái Nguyên,CĐ Cơ khí - Luyện kim Thái Nguyên
15548,Trường Cao Đẳng cơ khí luyện kim Thái Nguyên,Trường Cao Đẳng Cơ Khí Luyện Kim,CĐ Cơ Khí Luyện Kim
21103,truong cao dang co khi luyen kim,Cao Đẳng Cơ Khí Luyện Kim,CĐ Cơ Khí Luyện Kim
21113,cao dang co khi luyen kim,Cao Đẳng Cơ Khí Luyện Kim,CĐ Cơ Khí Luyện Kim
19224,Trường Cao đẳng Cơ khí nông nghiệp - CAM,Cao đẳng cơ khí nông nghiệp,CĐ cơ khí nông nghiệp
28145,Trường Cao Đẳng Nghề Cơ Khí Nông Nghiệp,Cao Đẳng cơ khí nông nghiệp,CĐ cơ khí nông nghiệp
29115,CDN CO KHI NONG NGHIEP,Cao Đẳng cơ khí nông nghiệp,CĐ cơ khí nông nghiệp
29525,Cao dang nghe co khi nong nghiep,Cao Đẳng cơ khí nông nghiệp,CĐ cơ khí nông nghiệp
27339,Trường Cao Đẳng cộng đồng Vũng tàu,Cao Đẳng Cộng Đồng Bà Rịa - Vũng Tàu,CĐ Cộng Đồng Bà Rịa - Vũng Tàu
19672,cd cong dong binh thuan,Trường Cao Đẳng Cộng Đồng Bình Thuận,CĐ Cộng Đồng Bình Thuận
19819,CAO DANG CONG DONG CA MAU,Trường Cao đẳng Cộng đồng Cà Mau,CĐ Cộng đồng Cà Mau
19870,Cao Đẳng Cộng Đồng Cà Mau,Trường Cao đẳng Cộng đồng Cà Mau,CĐ Cộng đồng Cà Mau
27690,Truong Cao Dang Cong Dong Ca Mau,Cao Đẳng Cộng đồng Cà Mau,CĐ Cộng đồng Cà Mau
29337,Trường Cao Đẳng Cộng Đồng Cà Mau,Trường Cao Đẳng Cộng đồng Cà Mau,CĐ Cộng đồng Cà Mau
29352,Caodangcongdong,Trường Cao Đẳng Cộng đồng Cà Mau,CĐ Cộng đồng Cà Mau
15416,Truong Cao Dang Cong Dong Dong Thap,Trường Cao đẳng Cộng đồng Đồng Tháp,CĐ Cộng đồng Đồng Tháp
17367,Trường Cao Đẳng Cộng Đồng Đồng Tháp - Dong Thap Community College,Trường Cao đẳng Cộng đồng Đồng Tháp,CĐ Cộng đồng Đồng Tháp
17587,CDCD Dong Thap,Trường Cao đẳng Cộng đồng Đồng Tháp,CĐ Cộng đồng Đồng Tháp
20105,Cao dang cong dong dong thap,Trường Cao đẳng Cộng đồng Đồng Tháp,CĐ Cộng đồng Đồng Tháp
21383,truong cao dang cong dong dong thap dong thap community college,Cao Đẳng Cộng đồng Đồng Tháp,CĐ Cộng đồng Đồng Tháp
25776,cao dang cong dong dong thap,Cao Đẳng cộng đồng Đồng Tháp,CĐ cộng đồng Đồng Tháp
28549,Dong Thap Community...,Trường Cao Đẳng Cộng đồng Đồng Tháp,CĐ Cộng đồng Đồng Tháp
28772,Cao Đẳng Nghề Cao Lãnh,Trường Cao Đẳng Cộng đồng Đồng Tháp,CĐ Cộng đồng Đồng Tháp
20991,cdcd ha noi,Cao Đẳng Cộng đồng Hà Nội,CĐ Cộng đồng Hà Nội
28315,Trường Cao Đẳng cộng đồng,Trường Cao Đẳng Cộng đồng Hà Nội,CĐ Cộng đồng Hà Nội
15638,Cao Đẳng cộng Đồng Hà Tây,Trường Cao đẳng Cộng đồng Hà Tây,CĐ Cộng đồng Hà Tây
21512,cd cong dong hp,Cao Đẳng CỘNG ĐỒNG HẢI PHÒNG,CĐ CỘNG ĐỒNG HẢI PHÒNG
27386,Hai Phong Public University,Cao Đẳng Cộng Đồng Hải Phòng,CĐ Cộng Đồng Hải Phòng
15783,đang Cao Đẳng Cộng Đồng Hậu Giang,Trường Cao Đẳng Cộng Đồng Hậu Giang,CĐ Cộng Đồng Hậu Giang
19611,CĐCĐ Hậu Giang,Trường Cao Đẳng Cộng Đồng Hậu Giang,CĐ Cộng Đồng Hậu Giang
26670,truong cao dang cong dong hau giang,Trường Cao Đẳng Cộng đồng Hậu Giang,CĐ Cộng đồng Hậu Giang
18503,CDSP Hung Yen,Trường Cao đẳng Cộng Đồng Hưng Yên,CĐ Cộng Đồng Hưng Yên
29979,Cao Đẳng Sư Phạm Hưng yên,Trường Cao Đẳng Cộng Đồng Hưng Yên,CĐ Cộng Đồng Hưng Yên
19705,cao dang cong dong lai chau,Trường Cao đẳng Cộng đồng Lai Châu,CĐ Cộng đồng Lai Châu
27283,cao dang cong dong lai chau,Cao Đẳng Cộng đồng Lai Châu,CĐ Cộng đồng Lai Châu
15995,Cao Đẳng Sư Phạm Sóc Trăng,Trường Cao đẳng Cộng đồng Sóc Trăng,CĐ Cộng đồng Sóc Trăng
18614,Cao Đẳng Cộng Đồng Sóc Trăng,Trường cao đẳng cộng đồng Sóc Trăng,CĐ cộng đồng Sóc Trăng
21234,truong cao dang cong dong soc trang,Cao Đẳng cộng đồng Sóc Trăng,CĐ cộng đồng Sóc Trăng
21244,cao dang cong dong soc trang,Cao Đẳng cộng đồng Sóc Trăng,CĐ cộng đồng Sóc Trăng
21033,danang college technology (cao dang cong nghe - da nang),Cao Đẳng Công Nghệ - Đà Nẵng,CĐ Công Nghệ - Đà Nẵng
18002,Cao đẳng Công nghệ Bắc Hà,Trường cao đẳng công nghệ Bắc Hà,CĐ công nghệ Bắc Hà
21010,cd bac ha,Cao Đẳng công nghệ Bắc Hà,CĐ công nghệ Bắc Hà
29565,Truong Cao dang Cong nghe Bac Ha,Trường Cao Đẳng công nghệ Bắc Hà,CĐ công nghệ Bắc Hà
19427,Cao đẳng Công nghệ cao Đồng An,Trường Cao đẳng Công nghệ cao Đồng An,CĐ Công nghệ cao Đồng An
18349,Trường Cao Đẳng nghề khu vực Long Thành-Nhơn Trạch,Cao Đẳng Công Nghệ Cao Đồng Nai,CĐ Công Nghệ Cao Đồng Nai
19413,Cao Đẳng Nghề Khu Vực Long Thành - Nhơn Trạch,Cao Đẳng Công Nghệ Cao Đồng Nai,CĐ Công Nghệ Cao Đồng Nai
20992,truong cao dang cong nghe ha noi.,Cao Đẳng Công nghệ Hà Nội,CĐ Công nghệ Hà Nội
24264,cao dang cong nghe ha tinh,Cao Đẳng Công nghệ Hà Tĩnh,CĐ Công nghệ Hà Tĩnh
24339,cao dang cong nghe ha tinh co so 2,Cao Đẳng Công nghệ Hà Tĩnh,CĐ Công nghệ Hà Tĩnh
17204,cao dang ladec,Trường Cao đẳng Công Nghệ LADEC,CĐ Công Nghệ LADEC
26910,CAO DANG NGHE CONG NGHE VA NONG LAM NAM BO,Cao Đẳng Công nghệ Nông Lâm Nam Bộ,CĐ Công nghệ Nông Lâm Nam Bộ
27872,cao dang cong nghe phuc yen,Trường Cao Đẳng Công Nghệ Phúc Yên,CĐ Công Nghệ Phúc Yên
27727,Cao dang nghe quang nam,Trường Cao Đẳng Công Nghệ Quảng Nam,CĐ Công Nghệ Quảng Nam
18957,Trung cấp nghề Lilama2,Trường cao đẳng Công Nghệ Quốc Tế Lilama 2,CĐ Công Nghệ Quốc Tế Lilama 2
21509,truong cao dang nghe lilama2,Cao Đẳng Công Nghệ Quốc Tế Lilama 2,CĐ Công Nghệ Quốc Tế Lilama 2
21676,cao dang nghe lilama2,Cao Đẳng Công Nghệ Quốc Tế Lilama 2,CĐ Công Nghệ Quốc Tế Lilama 2
27618,Cao Dang LILAMA.-khoa thuc.,Cao Đẳng Công nghệ Quốc tế LILAMA2,CĐ Công nghệ Quốc tế LILAMA2
16188,Trường Cao Đẳng Công Nghệ Thông Tin- ĐH Đà Nẵng,Trường Cao đẳng Công nghệ Thông tin - Đại học Đà Nẵng,CĐ Công nghệ Thông tin - ĐH Đà Nẵng
16531,CĐ Công Nghệ Thông Tin - Đà Nẵng,Trường Cao đẳng Công nghệ Thông tin - Đại học Đà Nẵng,CĐ Công nghệ Thông tin - ĐH Đà Nẵng
20634,CIT,Cao Đẳng Công Nghệ Thông Tin – Đại Học Đà Nẵng,CĐ Công Nghệ Thông Tin – ĐH Đà Nẵng
20910,Cao Đẳng Công Nghệ Thông Tin – Đại Học Đà Nẵng,Cao Đẳng Công Nghệ Thông Tin – Đại Học Đà Nẵng,CĐ Công Nghệ Thông Tin – ĐH Đà Nẵng
17265,cd cong nghe thong tin,Trường Cao đẳng Công nghệ Thông tin thành phố Hồ Chí Minh,CĐ Công nghệ Thông tin thành phố Hồ Chí Minh
21566,tung hoc cdcntt tphcm,Cao Đẳng Công Nghệ Thông Tin TP.HCM,CĐ Công Nghệ Thông Tin TP.HCM
29229,Cao đẳg Công Nghệ Thông Tin Tp.HCM,Trường Cao Đẳng Công Nghệ Thông Tin TP.HCM,CĐ Công Nghệ Thông Tin TP.HCM
29306,Itc thanh pho Ho chi Minh,Trường Cao Đẳng Công Nghệ Thông Tin TP.HCM,CĐ Công Nghệ Thông Tin TP.HCM
15136,Trường Cao Đẳng CNTT - TP.HCM,Trường Cao Đẳng Công Nghệ Thông Tin Tp.Hồ Chí Minh,CĐ Công Nghệ Thông Tin Tp.Hồ Chí Minh
16226,Trường CĐ Công Nghệ Thông Tin HCM,Trường Cao Đẳng Công Nghệ Thông Tin Tp.Hồ Chí Minh,CĐ Công Nghệ Thông Tin Tp.Hồ Chí Minh
15040,CDCN Thu Duc,Trường Cao Đẳng Công nghệ Thủ Đức,CĐ Công nghệ Thủ Đức
17381,Trường Cao Đẳng Công Nghệ Thủ Đức,Trường Cao Đẳng Công nghệ Thủ Đức,CĐ Công nghệ Thủ Đức
18549,Trường cao đẳng Công Nghệ Thủ Đức,Trường Cao Đẳng Công nghệ Thủ Đức,CĐ Công nghệ Thủ Đức
19442,cao dang cong nghe thu duc,Trường Cao Đẳng Công nghệ Thủ Đức,CĐ Công nghệ Thủ Đức
17026,cao dang kinh te ky thuat vinatex,Trường Cao Đẳng Công Nghệ TP.HCM,CĐ Công Nghệ TP.HCM
21321,truong cao dang kinh te ky thuat vinatex tp ho chi minh,Cao Đẳng Công Nghệ TP.HCM,CĐ Công Nghệ TP.HCM
21577,truong cao dang kinh te ki thuat vintex,Cao Đẳng Công Nghệ TP.HCM,CĐ Công Nghệ TP.HCM
28534,Truong cd kt-kt vinatex,Trường Cao Đẳng Công Nghệ TP.HCM,CĐ Công Nghệ TP.HCM
28637,Cao dang kt-kt vinatex thanh pho hcm,Trường Cao Đẳng Công Nghệ TP.HCM,CĐ Công Nghệ TP.HCM
28846,truong cd kinh te kithuat vinatex,Trường Cao Đẳng Công Nghệ TP.HCM,CĐ Công Nghệ TP.HCM
29568,Cao dang kt-kt vinatex,Trường Cao Đẳng Công Nghệ TP.HCM,CĐ Công Nghệ TP.HCM
21315,truong cao dang kinh te bao loc,Cao Đẳng Công Nghệ Và Kinh Tế Bảo Lộc,CĐ Công Nghệ Và Kinh Tế Bảo Lộc
26959,Trường Cao Đẳng Công nghệ và Kinh tế Công nghiệp,Cao Đẳng Công nghệ và Kinh tế Công nghiệp,CĐ Công nghệ và Kinh tế Công nghiệp
28692,truong cao dang cong nghe va ki thuat otp,Trường Cao Đẳng Công Nghệ Và Kỹ Thuật Ô Tô,CĐ Công Nghệ Và Kỹ Thuật Ô Tô
29738,CD CN VA KT OTO,Trường Cao Đẳng Công Nghệ Và Kỹ Thuật Ô Tô,CĐ Công Nghệ Và Kỹ Thuật Ô Tô
15816,Cao đẳng Nông Lâm,Trường Cao đẳng Công nghệ và Nông lâm Đông Bắc,CĐ Công nghệ và Nông lâm Đông Bắc
18343,Cao dang cong nghe va quan tri doanh nghiep,Trường Cao đẳng Công nghệ và Quản trị doanh nghiệp,CĐ Công nghệ và Quản trị doanh nghiệp
19568,cao đẳng CTIM,Trường Cao đẳng Công nghệ và Quản trị doanh nghiệp,CĐ Công nghệ và Quản trị doanh nghiệp
21553,cao dang bc cong nghe va quan tri doanh nghiep ctim,Cao Đẳng Công nghệ và Quản trị doanh nghiệp,CĐ Công nghệ và Quản trị doanh nghiệp
21546,cao dang cong nghe va quan tri sonadezi,Cao Đẳng Công nghệ và Quản trị Sonadezi,CĐ Công nghệ và Quản trị Sonadezi
16510,Trường Cao Đẳng Công Nghệ Và Thương Mại Hà Nội,Cao đẳng Công nghệ và Thương mại Hà Nội,CĐ Công nghệ và Thương mại Hà Nội
18167,Trường cao đẳng công nghệ và thương mại hà nội,Cao đẳng Công nghệ và Thương mại Hà Nội,CĐ Công nghệ và Thương mại Hà Nội
17851,Viettronics Technology College,Trường Cao đẳng Công nghệ Viettronics,CĐ Công nghệ Viettronics
21082,viettronics technology college,Cao Đẳng Công nghệ Viettronics,CĐ Công nghệ Viettronics
21211,caodang cong nghe viettronics,Cao Đẳng Công nghệ Viettronics,CĐ Công nghệ Viettronics
21669,cao dang vietronic hai phong,Cao Đẳng Công nghệ Viettronics,CĐ Công nghệ Viettronics
16211,cao đẳng công nghệ kinh tế và thủy lợi miền trung,"Trường Cao đẳng Công nghệ, Kinh tế và Thủy lợi miền Trung","CĐ Công nghệ, Kinh tế và Thủy lợi miền Trung"
16213,cao đảng Công nghệ kinh tế và thủy lợi miền Trung,"Trường Cao đẳng Công nghệ, Kinh tế và Thủy lợi miền Trung","CĐ Công nghệ, Kinh tế và Thủy lợi miền Trung"
16220,cao đẳng công nghệ kinh tế và thủy lợi miền trung,"Trường Cao đẳng Công nghệ, Kinh tế và Thủy lợi miền Trung","CĐ Công nghệ, Kinh tế và Thủy lợi miền Trung"
23430,cao dang cong nghiep bac ninh,Cao Đẳng Công nghiệp Bắc Ninh,CĐ Công nghiệp Bắc Ninh
29524,Cao Đẳng  kĩ thuật bắc ninh,Trường Cao Đẳng Công nghiệp Bắc Ninh,CĐ Công nghiệp Bắc Ninh
15212,Trường Cao Đẳng Công Nghiệp Bắc Ninh,Trường Cao đẳng Công nghiệp Bắc Ninh - BCi,CĐ Công nghiệp Bắc Ninh - BCi
19476,Trường Cao Đẳng Công Nghiệp Cẩm Phả,Trường Cao đẳng Công nghiệp Cẩm Phả,CĐ Công nghiệp Cẩm Phả
21482,truong cao dang cong nghiep cam pha,Cao Đẳng Công nghiệp Cẩm Phả,CĐ Công nghiệp Cẩm Phả
29200,cao dang cong ngiep cam pha,Trường Cao Đẳng Công nghiệp Cẩm Phả,CĐ Công nghiệp Cẩm Phả
23778,cao dang cong nghiep det may nam dinh,Cao Đẳng Công nghiệp Dệt May Nam Định,CĐ Công nghiệp Dệt May Nam Định
19941,Cao Đẳng Nghề Công Nghiệp Hải Phòng,Trường Cao Đẳng Công Nghiệp Hải Phòng,CĐ Công Nghiệp Hải Phòng
18415,dai hoc cong nghiep hoa chat,Trường cao đẳng Công nghiệp Hóa chất,CĐ Công nghiệp Hóa chất
21150,"truong cao dang hoa chat- lam thao, phu tho",Cao Đẳng Công nghiệp Hóa chất,CĐ Công nghiệp Hóa chất
23146,truong cao dang cong nghiep hoa chat,Trường Cao Đẳng Công nghiệp Hóa chất,CĐ Công nghiệp Hóa chất
29101,Cao Dang Hoa Chat,Trường Cao Đẳng Công nghiệp Hóa chất,CĐ Công nghiệp Hóa chất
29837,Cao Đẳng Công Nghiệp Hóa Chất,Trường Cao Đẳng Công nghiệp Hóa chất,CĐ Công nghiệp Hóa chất
16033,Truong cao dang cong nghiep Hue,Trường Cao đẳng Công nghiệp Huế,CĐ Công nghiệp Huế
16218,CD Công Nghiệp Huế,Trường Cao đẳng Công nghiệp Huế,CĐ Công nghiệp Huế
17024,CĐ Công nghiệp Huế,Trường Cao đẳng Công nghiệp Huế,CĐ Công nghiệp Huế
18288,cao dang cong ngiep hue,Trường Cao đẳng Công nghiệp Huế,CĐ Công nghiệp Huế
19026,Cao đăng công nghiêp huê,Trường Cao đẳng Công nghiệp Huế,CĐ Công nghiệp Huế
19126,Trường Cao đẳng Công nghiệp Huế,Trường Cao đẳng Công nghiệp Huế,CĐ Công nghiệp Huế
